0,503
0.100338,97
0.143711,54
1.6244,89
1.6244,1137
1.624539,54
1.624756,89
1.667987,54
2.576136,342
2.576136,42
2.576137,42
2.576137,42
2.576137,154
2.576137,174
2.577722,42
3.423472,211
3.553717,231
3.998927,503
4.041817,42
4.116169,66
4.458275,42
6.555957,211
6.555958,231
7.1172,66
11.994777,503
13.030775,120
13.030933,120
13.03097,120
13.031037,120
13.120954,66
16.181638,97
16.225818,54
17.567951,42
17.56964,42
18.183473,97
18.223589,54
23.016566,74
23.024629,198
23.028086,66
23.117269,66
23.117336,54
23.119052,251
23.214535,1466
23.214536,1466
23.214537,1466
23.214538,1466
23.214539,321
23.214611,54
23.245761,147
23.333646,105
23.333782,123
23.333807,54
23.335037,141
23.335165,349
23.335306,92
23.335442,1466
23.335443,1466
23.335444,1466
23.335445,799
23.422893,92
23.426468,109
23.426501,54
23.426576,109
23.42693,96
23.426943,54
23.439943,1466
23.440508,1466
23.440508,1466
23.44051,1466
23.44051,1466
23.440511,1466
23.440511,1466
23.440512,683
23.440512,92
23.440568,54
23.493742,86
23.502282,221
23.504776,66
23.596601,66
23.596678,54
23.612781,259
23.693255,92
23.693644,84
23.693801,64
23.702615,120
23.702824,120
23.702893,120
23.702941,120
23.706821,1466
23.706822,1466
23.706823,1466
23.706823,1466
23.706824,1439
23.70689,54
23.776149,216
23.856172,147
23.947588,105
23.947647,54
23.954352,522
23.954647,1333
24.04496,54
24.045082,1153
24.045122,54
24.047483,54
24.10736,84
24.107528,64
24.135097,54
24.1389,134
24.14077,271
24.140771,158
24.140989,134
24.142096,142
24.142485,128
24.143477,132
24.143529,128
24.144954,136
24.145744,128
24.147376,136
24.148728,128
24.149697,136
24.150632,128
24.15159,136
24.195124,54
24.369047,76
24.375312,240
24.378036,66
24.448922,92
24.553882,66
24.554045,54
24.55463,226
24.689582,79
24.689912,76
24.691557,66
24.69216,66
24.695632,54
24.695633,1466
24.696136,1466
24.696137,1466
24.696138,714
24.696219,54
24.698616,147
24.704132,95
24.704607,168
24.705389,1392
24.705708,66
24.77666,216
24.852982,66
24.852982,66
24.853209,54
24.853367,54
24.853475,78
24.853475,1392
24.853543,66
24.853601,54
24.853672,1392
24.853673,328
24.853896,571
24.854176,571
24.855645,78
24.855877,571
24.880554,66
24.886021,1392
24.896344,54
24.98079,1036
24.997513,54
24.99816,1466
24.998162,1466
24.998163,682
24.998163,1424
24.998163,1424
24.998164,813
24.998262,54
24.998319,54
24.998384,1424
24.998384,1424
24.998385,813
24.998446,54
25.005296,118
25.005661,146
25.006144,1466
25.006145,326
25.015229,147
25.016298,66
25.016392,54
25.01685,147
25.017158,571
25.036326,54
25.041327,78
25.047013,1392
25.047477,70
25.047903,1392
25.047981,354
25.048131,67
25.06382,504
25.064954,113
25.064998,54
25.065189,85
25.067771,62
25.068931,578
25.070379,1466
