Time,Length
41.760577,1466
41.760578,1466
41.760606,54
41.762167,1466
41.762167,1466
41.762168,1466
41.762168,1466
41.762169,1466
41.762169,1466
41.762169,1466
41.76217,1466
41.76217,1466
41.762171,1466
41.762171,1466
41.762171,1466
41.762171,1466
41.762172,1466
41.762172,1466
41.762172,1466
41.762173,1466
41.762174,1466
41.762174,1466
41.762174,1466
41.762175,1466
41.762175,1466
41.762175,1466
41.762175,1466
41.762176,1466
41.762176,1466
41.762177,1466
41.762177,1466
41.762177,1466
41.762178,1466
41.762178,1466
41.762178,1466
41.762234,54
41.762294,1466
41.762294,1466
41.762294,1466
41.762294,1466
41.762295,1466
41.762295,1466
41.762296,1466
41.762296,1466
41.762296,1466
41.762297,1466
41.762297,1466
41.762297,1466
41.762298,1466
41.762298,1466
41.762299,1466
41.762299,1466
41.762325,54
41.763435,1466
41.763435,1466
41.763437,1466
41.763437,1466
41.763438,1466
41.763438,1466
41.763439,1466
41.763439,1466
41.76344,1466
41.76344,1466
41.763441,1466
41.763442,1466
41.763442,1466
41.763442,1466
41.763443,1466
41.763443,1466
41.763444,1466
41.763445,1466
41.763445,1466
41.763445,1466
41.763446,1466
41.763446,1466
41.763447,1466
41.763448,1466
41.763448,1466
41.763449,1466
41.763449,1466
41.76345,1466
41.76345,1466
41.763451,1466
41.763451,1466
41.763452,1466
41.763581,54
41.763713,1466
41.763714,1466
41.763714,1466
41.763714,1466
41.763715,1466
41.763715,1466
41.763716,1466
41.763716,1466
41.763716,1466
41.763717,1466
41.763717,1466
41.763718,1466
41.763718,1466
41.763718,1466
41.763719,1466
41.763719,1466
41.763752,54
41.7646,1466
41.7646,1466
41.764601,1466
41.764601,1466
41.764602,1466
41.764602,1466
41.764603,1466
41.764603,1466
41.764604,1466
41.764604,1466
41.764604,1466
41.764604,1466
41.764605,1466
41.764605,1466
41.764606,1466
41.764606,1466
41.764606,1466
41.764607,1466
41.764607,1466
41.764607,1466
41.764608,1466
41.764608,1466
41.764608,1466
41.764609,1466
41.764609,1466
41.764609,1466
41.76461,1466
41.76461,1466
41.76461,1466
41.764611,1466
41.764611,1466
41.764612,1466
41.764662,54
41.764724,1466
41.764724,1466
41.764725,1466
41.764725,1466
41.764725,1466
41.764726,1466
41.764726,1466
41.764726,1466
41.764727,1466
41.764727,1466
41.764728,1466
41.764728,1466
41.764728,1466
41.764728,1466
41.764729,1466
41.764729,1466
41.764755,54
41.7658,1466
41.765801,1466
41.765801,1466
41.765802,1466
41.765802,1466
41.765803,1466
41.765803,1466
41.765803,1466
41.765804,1466
41.765804,1466
41.765804,1466
41.765805,1466
41.765805,1466
41.765805,1466
41.765806,1466
41.765806,1466
41.765806,1466
41.765807,1466
41.765807,1466
41.765808,1466
41.765808,1466
41.765809,1466
41.765809,1466
41.765809,1466
41.76581,1466
41.76581,1466
41.76581,1466
41.76581,1466
41.765811,1466
41.765811,1466
41.765812,1466
41.765812,1466
41.765883,54
41.765961,1466
41.765962,1466
41.765962,1466
41.765963,1466
41.765963,1466
41.765963,1466
41.765964,1466
41.765964,1466
41.765965,1466
41.765965,1466
41.765965,1466
41.765966,1466
41.765966,1466
41.765966,1466
41.765967,1466
41.765967,1466
41.765995,54
41.766613,1466
41.766614,1466
41.766615,1466
41.766615,1466
41.766615,1466
41.766643,54
41.767036,1031
41.767768,1466
41.767769,1466
41.76777,1466
41.76777,1466
41.767771,1466
41.767772,1466
41.767772,1466
41.767773,1466
41.767773,1466
41.767774,1466
41.767775,1466
41.767775,1466
41.767776,1466
41.767776,1466
41.767777,1466
41.767778,1466
41.767778,1466
41.767778,1466
41.767779,1466
41.76778,1466
41.76778,1466
41.76778,1466
41.767781,1466
41.767781,1466
41.767782,1466
41.767782,1466
41.767784,1466
41.767786,1466
41.767786,1466
41.767787,1466
41.767788,1466
41.767789,1466
41.767856,54
41.767938,1466
41.767938,1466
41.767938,1466
41.767939,1466
41.767939,1466
41.76794,1466
41.76794,1466
41.767941,1466
41.767941,1466
41.767942,1466
41.767942,1466
41.767968,54
41.768967,1466
41.768968,1466
41.768969,1466
41.76897,1466
41.76897,1466
41.76897,1466
41.768971,1466
41.768972,1466
41.768972,1466
41.768973,1466
41.768973,1466
41.768973,1466
41.768974,1466
41.768975,1466
41.768975,1466
41.768975,1466
41.768976,1466
41.768976,1466
41.768977,1466
41.768978,1466
41.768978,1466
41.768979,1466
41.768979,1466
41.768979,1466
41.76898,1466
41.768981,1466
41.768981,1466
41.768982,1466
41.768983,1466
41.768983,1466
41.768984,1466
41.768984,1466
41.769081,54
41.769236,1466
41.769237,1466
41.769237,1466
41.769238,1466
41.769239,1466
41.769239,1466
41.76924,1466
41.76924,1466
41.769241,1466
41.769242,1466
41.769242,1466
41.769243,1466
41.769243,1466
41.769244,1466
41.769245,1466
41.769245,1466
41.769246,1466
41.769247,1466
41.769247,1466
41.769248,1466
41.769249,1466
41.76931,54
41.770438,1466
41.770438,1466
41.77044,1466
41.770441,1466
41.770441,1466
41.770442,1466
41.770442,1466
41.770443,1466
41.770443,1466
41.770444,1466
41.770445,1466
41.770445,1466
41.770446,1466
41.770446,1466
41.770447,1466
41.770448,1466
41.770448,1466
41.770449,1466
41.770449,1466
41.77045,1466
41.77045,1466
41.770451,1466
41.770451,1466
41.770452,1466
41.770452,1466
41.770453,1466
41.770454,1466
41.770454,1466
41.770454,1466
41.770455,1466
41.770455,1466
41.770456,1466
41.770548,54
41.770683,1466
41.770684,1466
41.770684,1466
41.770685,1466
41.770686,1466
41.770687,1466
41.770688,1466
41.770688,1466
41.770689,1466
41.770691,1466
41.770692,1466
41.770693,1466
41.770694,1466
41.770695,1466
41.770696,1466
41.770697,1466
41.770698,1466
41.770699,1466
41.770701,1466
41.770701,1466
41.770702,1466
41.770704,1466
41.770705,1466
41.770705,1466
41.770707,1466
41.770708,1466
41.770792,54
41.771376,1466
41.771377,1466
41.771378,1466
41.771379,1466
41.771379,1466
41.77138,1466
41.77138,1466
41.771381,1466
41.771381,1466
41.771382,1466
41.771382,1466
41.771383,1466
41.771384,1466
41.771384,1466
41.771385,1466
41.771385,1466
41.771386,1466
41.771386,1466
41.771387,1466
41.771387,1466
41.771387,1466
41.771388,1466
41.771388,1466
41.771389,1466
41.77139,1466
41.771391,1466
41.771391,1466
41.771391,1466
41.771392,1466
41.771393,1466
41.771393,1466
41.771393,1466
41.77146,54
41.77152,1466
41.771528,54
41.772533,1466
41.772534,1466
41.772535,1466
41.772536,1466
41.772536,1466
41.772536,1466
41.772537,1466
41.772537,1466
41.772538,1466
41.772539,1466
41.772539,1466
41.772539,1466
41.77254,1466
41.77254,1466
41.77254,1466
41.772541,1466
41.772542,1466
41.772542,1466
41.772543,1466
41.772543,1466
41.772544,1466
41.772545,1466
41.772545,1466
41.772545,1466
41.772546,1466
41.772546,1466
41.772547,1466
41.772547,1466
41.772548,1466
41.772548,1466
41.772548,1466
41.772549,1466
41.772648,54
41.772806,1466
41.772806,1466
41.772807,1466
41.772807,1466
41.772807,1466
41.772808,1466
41.772809,1466
41.772809,1466
41.77281,1466
41.77281,1466
41.77281,1466
41.772811,1466
41.772812,1466
41.772812,1466
41.772812,1466
41.772813,1466
41.772872,54
41.773822,1466
41.773823,1466
41.773824,1466
41.773825,1466
41.773825,1466
41.773825,1466
41.773826,1466
41.773827,1466
41.773827,1466
41.773828,1466
41.773828,1466
41.773828,1466
41.773829,1466
41.77383,1466
41.77383,1466
41.77383,1466
41.773831,1466
41.773831,1466
41.773832,1466
41.773832,1466
41.773833,1466
41.773833,1466
41.773833,1466
41.773834,1466
41.773834,1466
41.773835,1466
41.773835,1466
41.773836,1466
41.773836,1466
41.773837,1466
41.773837,1466
41.773838,1466
41.773937,54
41.774061,1466
41.774061,1466
41.774061,1466
41.774062,1466
41.774062,1466
41.774062,1466
41.774063,1466
41.774063,1466
41.774064,1466
41.774064,1466
41.774064,1466
41.774065,1466
41.774065,1466
41.774065,1466
41.774066,1466
41.774066,1466
41.774066,1466
41.774067,1466
41.774067,1466
41.774068,1466
41.774068,1466
41.774109,54
41.774263,1466
41.774264,1466
41.774264,1466
41.774264,1466
41.774265,1466
41.774265,1466
41.774266,1466
41.774266,1466
41.774266,1466
41.774291,54
41.77433,195
41.774784,864
41.775406,1466
41.775406,1466
41.775407,1466
41.775408,1466
41.775408,1466
41.775409,1466
41.775409,1466
41.775409,1314
41.775465,54
41.775574,66
41.775637,54
41.778604,571
41.778775,774
41.782114,66
41.782754,1032
41.784,1026
41.784585,66
41.788653,66
41.788724,54
41.788915,66
41.788954,54
41.789004,674
41.789279,674
41.792917,320
41.793074,320
41.793806,134
41.794675,134
41.794881,1042
41.795001,1028
41.799329,341
41.799647,341
41.814508,54
41.820552,62
41.824379,54
41.827281,1466
41.827282,1466
41.827343,54
41.827447,743
41.828228,54
41.828232,689
41.833466,54
41.834079,180
41.838605,453
41.840482,54
41.840521,84
41.840638,70
41.841413,54
41.873288,62
41.877048,105
41.877488,991
41.885505,1466
41.885507,662
41.885508,1466
41.885508,1466
41.885509,1466
41.885509,1466
41.88551,450
41.885574,54
41.887129,1021
41.889355,169
41.889393,54
41.88941,111
41.889552,70
41.8916,91
41.899351,107
41.900042,1392
41.910621,54
41.916349,1466
41.916349,1466
41.91635,1466
41.916351,1466
41.916351,1466
41.916352,1466
41.916352,1466
41.916352,1466
41.916352,1466
41.916353,1466
41.916353,1466
41.916353,1466
41.916354,1466
41.916354,1466
41.916355,206
41.916355,1466
41.916355,1466
41.916355,1466
41.916356,1466
41.916443,54
41.917353,1466
41.917354,1466
41.917355,1466
41.917356,1466
41.917356,1466
41.917356,1466
41.917357,1466
41.917357,1466
41.917358,1466
41.917359,1466
41.917359,1466
41.91736,1466
41.91736,1466
41.917361,1466
41.917361,1466
41.917362,1466
41.917362,1466
41.917363,1466
41.917363,1466
41.917363,1466
41.917364,1466
41.917365,1466
41.917365,1466
41.917366,1466
41.917366,1466
41.917367,1466
41.917367,1466
41.917368,1466
41.917368,1466
41.917369,1466
41.917371,1466
41.917371,1466
41.917462,54
41.917598,1466
41.917599,1466
41.917599,1466
41.9176,1466
41.9176,1466
41.917601,1466
41.917601,1466
41.917602,1466
41.917638,54
41.918365,1466
41.918365,1466
41.918366,1466
41.918367,1466
41.918368,1466
41.918368,1466
41.918369,1466
41.918369,1466
41.918369,1466
41.91837,1466
41.91837,1466
41.918371,1466
41.918371,1466
41.918372,1466
41.918372,1466
41.918372,1466
41.918373,1466
41.918374,1466
41.918374,1466
41.918374,1466
41.918375,1466
41.918376,1466
41.918376,1466
41.918377,1466
41.918377,1466
41.918378,1466
41.918378,1466
41.918378,1466
41.918379,1466
41.918379,1466
41.91838,1466
41.91838,1466
41.918468,54
41.918527,1466
41.918528,1466
41.918528,1466
41.918528,1466
41.918542,54
41.919497,1466
41.919498,1466
41.919499,1466
41.919499,1466
41.919499,1466
41.9195,1466
41.919501,1466
41.919501,1466
41.919501,1466
41.919502,1466
41.919502,1466
41.919502,1466
41.919502,1466
41.919503,1466
41.919503,1466
41.919504,1466
41.919504,1466
41.919504,1466
41.919505,1466
41.919505,1466
41.919506,1466
41.919506,1466
41.919506,1466
41.919507,1466
41.919507,1466
41.919507,1466
41.919508,1466
41.919509,1466
41.919509,1466
41.919509,1466
41.91951,1466
41.91951,1466
41.919581,54
41.9197,1466
41.919701,1466
41.919703,1466
41.919704,1466
41.919705,1466
41.919706,1466
41.919706,1466
41.919708,1466
41.919708,1466
41.919709,1466
41.91971,1466
41.919765,54
41.920333,1466
41.920334,1466
41.920335,1466
41.920335,1466
41.920336,1466
41.920337,1466
41.920337,1466
41.920337,1466
41.920338,1466
41.920338,1466
41.920339,1466
41.920339,1466
41.92034,1466
41.92034,1466
41.92034,1466
41.920341,1466
41.920341,1466
41.920342,1466
41.920342,1466
41.920343,1466
41.920343,1466
41.920343,1466
41.920344,1466
41.920344,1466
41.920345,1466
41.920414,54
41.92133,1466
41.921331,1466
41.921332,1466
41.921332,1466
41.921333,1466
41.921333,1466
41.921334,1466
41.921334,1466
41.921335,1466
41.921335,1466
41.921392,54
41.922334,1466
41.922335,1466
41.922336,1466
41.922336,1466
41.922337,1466
41.922337,1466
41.922338,1466
41.922338,1466
41.922339,1466
41.922339,1466
41.922339,1466
41.92234,1466
41.92234,1466
41.92234,1466
41.922341,1466
41.922342,1466
41.922342,1466
41.922342,1466
41.922343,1466
41.922343,1466
41.922343,1466
41.922344,1466
41.922345,1466
41.922345,1466
41.922345,1466
41.922346,1466
41.922412,54
41.923278,1466
41.923278,1136
41.923329,54
41.92525,1466
41.925282,54
41.926248,1466
41.926249,1466
41.92625,1466
41.926251,1466
41.926251,1466
41.926292,54
41.928296,1466
41.928296,1466
41.928298,1466
41.928299,1466
41.9283,1466
41.928302,928
41.928302,1466
41.928303,1466
41.928304,1466
41.928305,1466
41.928306,1466
41.928307,968
41.928308,1466
41.928327,1466
41.928328,1466
41.928328,1466
41.928329,1466
41.928329,1466
41.92833,1466
41.92833,1466
41.92833,1466
41.928331,1466
41.928331,1466
41.928332,928
41.928332,1466
41.928332,1466
41.928333,1466
41.928333,1466
41.928334,1466
41.928334,1064
41.928334,1466
41.928335,1466
41.928402,54
41.928487,1466
41.928487,1466
41.928488,1466
41.928488,1466
41.928489,1466
41.928489,1466
41.928489,1466
41.92849,1466
41.92849,1466
41.92849,928
41.92849,1466
41.928491,1466
41.928491,1466
41.928492,1466
41.928492,1466
41.928492,1466
41.928493,1466
41.928493,1466
41.928493,1466
41.928493,1466
41.928494,1466
41.928495,1466
41.928495,1466
41.928495,1466
41.928496,1466
41.928496,1466
41.928537,54
41.929237,1466
41.929238,430
41.929238,1466
41.929239,1466
41.929239,1466
41.92924,1466
41.929277,54
41.929314,1466
41.929314,818
41.929366,54
41.929399,1466
41.929408,54
41.930232,1466
41.930233,335
41.930233,1466
41.930234,441
41.930234,1466
41.930235,603
41.930235,1466
41.930236,577
41.930305,54
41.931285,1466
41.931286,1466
41.931288,1466
41.931288,1466
41.931288,1466
41.931329,54
41.932282,1466
41.932282,1466
41.932283,1466
41.932284,1466
41.932304,54
41.933301,1466
41.933302,1466
41.933303,1466
41.933303,526
41.933303,1466
41.933303,1466
41.933304,1466
41.933304,1466
41.933305,1466
41.933305,1466
41.933305,1466
41.933306,1466
41.933306,1466
41.933306,1466
41.933306,1466
41.933307,1466
41.933307,1466
41.933308,1466
41.933308,1466
41.933309,1466
41.933309,1466
41.933309,1466
41.933309,1466
41.93331,1466
41.93331,1466
41.933311,1466
41.933311,1466
41.933311,390
41.933311,1466
41.933312,1466
41.933312,1466
41.933313,1466
41.933399,54
41.933482,1466
41.933482,1466
41.933482,1466
41.933483,1466
41.933483,1466
41.933484,1466
41.933484,1466
41.933484,1466
41.933485,1466
41.933485,1466
41.933485,1466
41.933485,1466
41.933486,1466
41.933486,1466
41.933487,1466
41.933487,1466
41.933487,1466
41.933488,1466
41.933488,1440
41.933488,1466
41.933489,1466
41.933489,1466
41.93349,1466
41.93349,1466
41.93349,1466
41.933491,1466
41.933491,1466
41.933491,1466
41.933492,1466
41.933492,1466
41.933493,1466
41.933541,54
41.934229,1466
41.937266,1466
41.937267,1466
41.937268,1466
41.937268,1466
41.937302,54
41.939305,1466
41.939305,1466
41.939306,1466
41.939307,1466
41.939307,1466
41.939307,1466
41.939308,1466
41.939308,1466
41.939309,1466
41.939309,1466
41.93931,1466
41.93931,1466
41.93931,1466
41.93931,1466
41.939311,1466
41.939311,1466
41.939312,1466
41.939312,1466
41.939312,1466
41.939313,1466
41.939313,1466
41.939313,1466
41.939314,1466
41.939314,766
41.939314,1466
41.939315,1466
41.939315,1466
41.939315,1466
41.939316,1466
41.939316,1466
41.939316,1466
41.939317,1466
41.939371,54
41.93944,1466
41.93944,1466
41.93944,1466
41.939441,1466
41.939441,1466
41.939441,1466
41.939442,1466
41.939442,1466
41.939443,1466
41.939443,1466
41.939443,1466
41.939444,1466
41.939444,1466
41.939444,1466
41.939445,1466
41.939445,1466
41.939472,54
41.942246,1466
41.942246,1466
41.942261,1466
41.942261,1466
41.942261,1466
41.942262,1466
41.942262,1466
41.942262,1466
41.942263,1466
41.942263,1466
41.942263,1466
41.942264,1466
41.942264,1466
41.942265,1466
41.942265,1466
41.942265,1466
41.942266,1466
41.942266,1466
41.942266,1466
41.942267,1466
41.942267,1466
41.942267,1466
41.942268,1466
41.942343,54
41.944265,1466
41.944266,1466
41.944267,1466
41.944267,1466
41.944268,1374
41.944268,1466
41.944268,1466
41.944269,1466
41.944269,1466
41.944269,1466
41.94427,1466
41.94427,1466
41.94427,1466
41.944271,1466
41.944271,1466
41.944272,1466
41.944272,1466
41.944272,1466
41.944273,1466
41.944273,1466
41.944273,1466
41.944274,1466
41.944274,1466
41.944274,1466
41.944275,1466
41.944275,1466
41.944276,1466
41.944276,1466
41.944276,1466
41.944277,1466
41.944277,1466
41.944277,1466
41.944359,54
41.94442,1466
41.94442,1466
41.944421,1466
41.944421,1466
41.944421,1466
41.944422,1466
41.944422,1466
41.944422,1466
41.944423,1466
41.944441,54
41.945222,1466
41.945222,1466
41.945223,1466
41.945256,54
41.947201,1466
41.947201,1466
41.947202,1466
41.947202,1466
41.947203,1466
41.947203,1466
41.947203,1466
41.947203,364
41.947204,1466
41.947224,54
41.948279,1466
41.948279,1466
41.948281,1466
41.948281,1466
41.948281,1466
41.948282,1466
41.948282,1466
41.948282,1466
41.948283,1466
41.948283,1466
41.948284,1466
41.948284,1466
41.948285,1466
41.948285,1466
41.948285,1466
41.948286,1466
41.948286,1466
41.948287,1466
41.948287,1466
41.948287,1466
41.948288,1466
41.948289,1466
41.948289,1466
41.94829,1466
41.94829,1466
41.94829,1466
41.948291,1466
41.948291,1466
41.948292,1466
41.948292,1466
41.948293,1466
41.948293,1466
41.948356,54
41.948426,1466
41.948427,1466
41.948427,1466
41.948427,1466
41.948427,1466
41.948428,1466
41.948428,1466
41.948429,1466
41.948429,1466
41.94843,1466
41.94843,1466
41.94843,1466
41.948431,1466
41.948431,1466
41.948432,1466
41.948432,1466
41.948432,1466
41.948432,1466
41.948466,54
41.949235,1466
41.949236,1466
41.949237,1466
41.949237,1466
41.949238,1466
41.949252,54
41.95127,1466
41.951271,1466
41.951271,1466
41.951272,1466
41.951272,1466
41.951273,1466
41.951273,1466
41.951274,1466
41.951274,1466
41.951274,1466
41.951274,1466
41.951275,1466
41.951275,1466
41.951276,1466
41.951276,1466
41.951276,1466
41.951277,1466
41.951277,1466
41.951277,1466
41.951278,202
41.951278,1466
41.951278,1466
41.951279,1466
41.951279,1466
41.951279,1466
41.95128,1466
41.95128,1466
41.95128,1466
41.951281,1466
41.951281,1466
41.951282,1466
41.951282,1466
41.951335,54
41.951419,1466
41.95142,1466
41.95142,1466
41.951421,1466
41.951421,1466
41.951421,1466
41.951422,1466
41.951422,1466
41.951423,1466
41.951423,1466
41.951424,1466
41.951424,1466
41.951424,1466
41.951425,1466
41.951425,1466
41.951425,1466
41.951425,1466
41.951426,1466
41.951426,1466
41.951427,1466
41.951427,1466
41.951427,1466
41.951428,1466
41.951428,1466
41.951466,54
41.952245,1466
41.952246,1466
41.952247,1466
41.952247,1466
41.952248,1466
41.952249,1466
41.952249,1466
41.95225,1466
41.95225,1466
41.952251,1466
41.952251,1466
41.952252,1466
41.952252,1466
41.952252,1466
41.952253,1466
41.952253,1466
41.952254,1466
41.952254,1466
41.952255,1466
41.952255,1466
41.952256,1466
41.952257,1466
41.952257,1466
41.952258,1466
41.952258,1466
41.952258,1466
41.95226,1466
41.95226,1466
41.95226,1466
41.952261,1466
41.952261,1466
41.952262,1466
41.952349,54
41.952435,1466
41.952435,1466
41.952462,54
41.953244,1466
41.953244,1466
41.953247,1466
41.953247,1466
41.953248,1466
41.953248,1466
41.953249,1466
41.95325,1466
41.95325,1466
41.953251,1466
41.953251,1466
41.953252,1466
41.953252,1466
41.953253,1466
41.953253,1466
41.953253,1466
41.953253,1172
41.953254,1466
41.953254,1466
41.953254,1466
41.953255,1466
41.953255,1466
41.953256,1466
41.953256,1466
41.953256,1466
41.953256,1466
41.953257,1466
41.953257,1466
41.953257,1466
41.953258,1466
41.953259,1466
41.953259,1466
41.95333,54
41.953407,1466
41.953407,1466
41.953408,1466
41.953408,1466
41.953409,1466
41.953409,1466
41.953409,1466
41.95341,1440
41.95341,1466
41.95341,1466
41.953411,1466
41.953432,54
41.954257,1466
41.954257,1466
41.954258,1466
41.954258,1466
41.954259,1466
41.954259,1466
41.954259,1466
41.95426,1466
41.95426,1466
41.95426,1466
41.954261,1466
41.954261,1466
41.954261,1466
41.954261,1466
41.954262,1466
41.954262,1466
41.954263,1466
41.954263,1466
41.954263,1466
41.954264,1466
41.954264,1466
41.954264,1466
41.954265,1466
41.954265,1466
41.954265,1466
41.954266,1466
41.954266,1466
41.954267,1466
41.954267,1466
41.954268,1466
41.954268,1466
41.954268,1466
41.95435,54
41.954474,1466
41.954475,1466
41.954475,1466
41.954476,1466
41.954476,1466
41.954477,1466
41.954477,1466
41.954477,1466
41.954478,1466
41.954478,1466
41.954479,1466
41.954479,1466
41.954479,1466
41.95448,1466
41.95448,1466
41.95451,54
41.95519,1466
41.95519,1466
41.955191,1466
41.955191,1466
41.955192,1466
41.955192,1466
41.955193,1466
41.955193,1466
41.955193,1466
41.955238,54
41.955289,78
41.955315,1466
41.955315,1466
41.955316,1466
41.955317,1466
41.955343,54
41.957233,1466
41.957234,1466
41.957236,1466
41.957236,1466
41.957237,1466
41.957237,1466
41.957238,1466
41.957238,1466
41.957239,1466
41.957239,1466
41.957239,1466
41.95724,1466
41.957241,1466
41.957241,1466
41.957241,1466
41.957242,1466
41.957242,1466
41.957243,1466
41.957244,1466
41.957245,1466
41.957245,1466
41.957246,1466
41.957246,1466
41.957247,1466
41.957247,1466
41.957248,1466
41.957249,1466
41.957249,1466
41.95725,1466
41.95725,1466
41.95725,1466
41.957251,1466
41.957339,54
41.957521,1466
41.957521,1466
41.957522,1466
41.957523,1466
41.957523,1466
41.957523,1466
41.957524,1466
41.957525,1466
41.957526,1466
41.957526,1466
41.957527,1466
41.957527,1466
41.957528,1466
41.957528,1466
41.957529,1466
41.957529,1466
41.957529,1466
41.95753,1466
41.957531,1466
41.957531,1466
41.957532,1466
41.957532,1466
41.957532,1466
41.957533,1466
41.957608,54
41.957688,1392
41.957689,1392
41.957739,1466
41.957739,1466
41.95774,1466
41.95774,1466
41.957741,1466
41.957742,1466
41.957742,1466
41.957742,1466
41.957743,1466
41.957776,54
41.95837,1466
41.95837,1466
41.958371,1466
41.958372,1466
41.958373,1466
41.958373,1466
41.958374,1466
41.958375,1466
41.958376,1466
41.958376,1466
41.958377,984
41.958377,1378
41.958378,1466
41.958379,662
41.958379,872
41.958379,1466
41.95838,662
41.95838,1466
41.958381,1466
41.958382,769
41.958382,1466
41.958383,662
41.958383,1466
41.958384,852
41.958592,54
41.958629,54
41.95865,54
41.958668,54
41.959384,78
41.962392,1392
41.963163,550
41.963737,1037
41.964202,1023
41.964566,988
41.964798,1038
41.969348,54
41.97003,54
41.974493,1466
41.974494,1466
41.974537,54
41.97551,1466
41.975511,1466
41.975512,1466
41.975512,1466
41.975513,1466
41.975546,54
41.976192,1156
41.976207,54
42.004826,78
42.010133,1392
42.010493,70
42.011128,54
42.011129,54
42.041674,62
42.049231,501
42.049231,70
42.049572,70
42.06591,87
42.066338,147
42.066719,169
42.06724,54
42.073308,124
42.074284,202
42.085515,168
42.090922,1024
42.10258,167
42.102678,93
42.104398,1466
42.104636,1466
42.104658,54
42.10479,107
42.106868,180
42.107223,1025
42.10912,1036
42.109431,197
42.111294,62
42.111894,91
42.11209,54
42.112623,54
42.116316,1392
42.116316,388
42.116519,70
42.117598,60
42.118828,87
42.11974,62
42.128512,1466
42.128512,663
42.128583,54
42.128736,633
42.13027,62
42.132823,1037
42.134733,54
42.137683,91
42.137734,1466
42.137819,106
42.137861,662
42.137861,1466
42.137892,54
42.137987,1277
42.137987,54
42.138015,54
42.138203,214
42.138203,1454
42.138219,54
42.139013,1454
42.139014,1454
42.139015,1454
42.139016,1454
42.139016,1454
42.139016,1454
42.139017,1454
42.139017,1454
42.139018,1454
42.139018,1454
42.139019,1454
42.139019,1454
42.13902,1454
42.13902,1454
42.139021,1454
42.139021,1370
42.139022,1454
42.139023,76
42.139112,54
42.139714,1466
42.139715,662
42.139779,54
42.14039,1466
42.140391,728
42.140406,54
42.14104,221
42.14104,58
42.141527,70
42.147509,1028
42.147789,167
42.147789,167
42.147992,1027
42.148244,66
42.149052,186
42.150615,54
42.15305,54
42.15305,54
42.154358,1392
42.15523,1392
42.155494,70
42.15552,1392
42.155522,1392
42.155522,1392
42.155523,1392
42.155523,1392
42.155696,1392
42.155714,70
42.15575,1392
42.155751,1392
42.155751,1392
42.155752,586
42.155777,70
42.155833,70
42.155889,70
42.15593,70
42.158448,1392
42.158449,1392
42.158622,70
42.159767,1392
42.159831,1392
42.159879,70
42.161103,1392
42.161517,1392
42.161598,70
42.161876,1392
42.162469,62
42.162811,1392
42.162811,1392
42.162963,70
42.163871,1392
42.16395,70
42.164161,1392
42.165197,1392
42.1653,70
42.165506,1392
42.167079,1392
42.16708,1392
42.167209,70
42.167961,1392
42.168068,70
42.168284,1197
42.192561,62
42.193556,70
42.218371,509
42.223289,1466
42.224352,531
42.224382,54
42.226265,1025
42.22847,54
42.228517,307
42.232448,66
42.232543,54
42.232881,571
42.243811,70
42.249207,297
42.253562,343
42.263402,89
42.263402,223
42.263465,54
42.27177,1466
42.272157,261
42.272204,54
42.272823,207
42.274719,1021
42.281051,54
42.294548,62
42.297956,63
42.300263,70
42.304701,1466
42.304771,399
42.3048,54
42.306235,1466
42.306237,663
42.306296,54
42.306819,1466
42.30682,69
42.306861,54
42.313243,1466
42.313243,662
42.313245,1466
42.313245,63
42.313299,54
42.31541,54
42.317201,1466
42.317202,1466
42.317276,54
42.317507,1466
42.317507,1081
42.317559,54
42.329831,180
42.331578,153
42.331895,394
42.339478,151
42.341771,60
42.341906,70
42.364535,1466
42.364536,113
42.364587,54
42.372051,1466
42.372256,662
42.372274,54
42.372413,1466
42.372728,1031
42.372749,54
42.414682,328
42.414756,132
42.414793,54
42.414999,92
42.416804,1466
42.416863,54
42.416961,802
42.416988,54
42.417681,92
42.444861,1466
42.444861,662
42.444965,54
42.445893,1466
42.445894,85
42.445932,54
42.457774,54
42.542025,54
42.624435,66
42.626977,77
42.628738,66
42.628783,54
42.629018,571
42.63132,116
42.631756,66
42.635026,54
42.63515,1466
42.63537,1466
42.635399,54
42.635764,1326
42.640325,1466
42.640379,54
42.640499,535
42.641358,134
42.64162,520
42.642333,1466
42.642334,204
42.645298,66
42.645539,341
42.645636,341
42.645676,54
42.672451,66
42.672508,54
42.67285,571
42.685097,54
42.688566,1466
42.688567,1466
42.688567,1033
42.688568,1466
42.688568,440
42.688568,1466
42.688568,66
42.688671,54
42.688731,54
42.6891,656
42.689237,1466
42.689253,54
42.689737,571
42.691129,599
42.691129,1466
42.69113,456
42.691131,1466
42.691131,347
42.691131,1466
42.691131,413
42.691132,1466
42.691132,500
42.691132,1384
42.69119,54
42.691825,1321
42.713298,54
42.719882,1466
42.719883,1466
42.720077,54
42.720152,1011
42.724266,118
42.724453,146
42.724787,480
42.724915,1434
42.724917,1403
42.73407,54
42.735396,199
42.736511,105
42.739444,1466
42.739632,1466
42.739646,54
42.739869,1034
42.740402,1466
42.740403,441
42.740403,1466
42.740404,617
42.740405,1466
42.740405,568
42.740406,1466
42.740406,121
42.740406,1466
42.740441,54
42.741193,1466
42.741194,1466
42.741215,54
42.741411,1466
42.74165,214
42.74165,1466
42.74165,1466
42.741651,825
42.741671,54
42.765388,54
42.766201,634
42.766466,85
42.766469,85
